"T","Time","Sym","C/P","Exp","Strike","Spot","BidAsk","Prop","Score","Orders","Vol","Prems","OI","StockDiff($)","Diff(%)","Sweeps%","Delta","Theta","Ivol","ITM","Change","Flow"
"2024-03-25 09:32:18","6d ago","INTC","Calls","Apr 19","41.5","40.76","1.35","0.71","","5","1.00K","144.40K","328.00","0.52","1.28","100","0.47","-0.03","37.73","1","141.64",""
"2024-03-25 09:31:40","6d ago","SPY","Calls","Mar 28","520","519.97","2.45","0.31","","5","679.00","163.22K","17.64K","0.12","0.02","100","0.53","-0.37","11.31","1","0",""
"2024-03-22 14:19:06","9d ago","CAT","Puts","May 17","360","360.73","14.47","0.32","","12","923.00","1.35M","69.00","0.73","0.2","0","-0.46","-0.14","27.99","1","-22.11",""
"2024-03-22 12:58:15","9d ago","INTC","Calls","Apr 19","43","42.58","1.54","0.38","","6","1.65K","248.64K","10.25K","0.47","1.1","50","0.5","-0.03","35.15","1","48.05",""
"2024-03-22 10:37:52","9d ago","BLDR","Calls","Apr 19","210","209.2","8.45","1","","5","472.00","401.20K","844.00","0.81","0.39","0","0.52","-0.15","36.34","1","-21.3",""
"2024-03-22 10:24:30","9d ago","SOXL","Puts","Mar 28","45","45.83","1.53","0.33","","5","2.56K","391.25K","10.09K","1","2.23","20","-0.41","-0.16","83.49","1","0",""
"2024-03-22 10:23:03","9d ago","WBA","Calls","Apr 19","21","20.93","1.21","1","","5","1.84K","216.13K","1.18K","0.08","0.36","80","0.54","-0.02","50.18","1","-2.9",""
"2024-03-22 10:10:42","9d ago","MRVL","Calls","May 17","70","66.63","3.27","0.62","","5","2.84K","928.78K","2.24K","3.44","5.17","60","0.44","-0.04","42.95","1","62.6",""
"2024-03-22 10:04:44","9d ago","DIS","Calls","May 17","120","116.29","3.95","1","","12","2.25K","900.00K","12.60K","3.75","3.23","0","0.44","-0.05","28.21","1","-100",""
"2024-03-22 10:04:41","9d ago","C","Calls","Apr 05","62","60.96","0.69","0.31","","5","7.25K","517.26K","421.00","0.96","1.57","60","0.38","-0.04","22.58","1","125.36",""
"2024-03-22 09:36:30","9d ago","GOOGL","Calls","Mar 28","150","149.8","1.75","0.42","","5","1.72K","287.00K","5.02K","0.5","0.33","80","0.5","-0.15","22.58","1","0",""
"2024-03-21 15:18:35","10d ago","DAL","Puts","Mar 28","45.5","45.72","0.56","0.36","","5","3.75K","228.36K","6.07K","0.09","0.21","40","-0.43","-0.05","27.39","1","0",""
"2024-03-21 14:35:51","10d ago","ONON","Puts","Sep 20","35","35.76","3.98","0.28","","7","610.00","252.40K","183.00","0.44","1.25","57.14","-0.39","-0.01","47.91","1","-1.26",""
"2024-03-21 10:52:10","10d ago","GOOGL","Calls","Apr 12","149","148.01","3.05","0.35","","17","3.58K","1.11M","353.00","1.04","0.7","0","0.49","-0.08","22.86","1","6.56",""
"2024-03-21 10:10:44","10d ago","VALE","Puts","Jan 2026","12","12.44","1.89","0.83","","5","2.71K","516.46K","13.70K","0.49","4.06","60","-0.39","0","33.54","1","9.52",""
"2024-03-21 09:58:57","10d ago","DIS","Calls","Apr 19","120","116.41","1.73","0.79","","26","7.02K","1.24M","14.47K","3.55","3.05","0","0.36","-0.05","22.9","1","150",""
"2024-03-20 15:41:51","11d ago","KRE","Calls","Apr 19","50","49.01","1.25","0.3","","6","3.61K","323.66K","16.39K","1.32","2.74","100","0.44","-0.03","28.14","1","20.88",""
"2024-03-20 15:26:37","11d ago","RILY","Calls","Apr 19","20","19.75","3.45","0.36","","5","1.27K","426.76K","4.32K","0.84","4.44","60","0.55","-0.07","182.15","1","-17.39",""
"2024-03-20 11:00:13","11d ago","UAL","Calls","May 17","46","44.54","2.39","0.45","","5","2.64K","599.33K","72.00","1.55","3.48","60","0.48","-0.02","39.96","1","67.71",""
"2024-03-20 10:59:17","11d ago","DAL","Calls","May 17","46","44.67","1.81","0.8","","8","2.27K","404.79K","54.00","1.39","3.12","75","0.46","-0.02","31.86","1","91.14",""
"2024-03-20 09:38:47","11d ago","CL","Calls","May 17","90","88.58","1.57","1","","5","1.59K","256.04K","961.00","1.45","1.63","0","0.43","-0.02","15.1","1","31.75",""
"2024-03-19 11:48:42","12d ago","ORCL","Calls","Apr 19","130","127.86","2.3","0.27","","6","3.59K","777.94K","14.61K","2.45","1.92","50","0.42","-0.05","21.11","1","-68.26",""
"2024-03-19 10:18:29","12d ago","MSTR","Calls","Apr 19","1520","1254.14","110.3","0.33","","5","655.00","7.95M","734.00","247.67","19.48","60","0.39","-3.07","135.93","1","198.1",""
"2024-03-19 09:57:22","12d ago","NEE","Calls","Jun 21","62.5","61.03","2.72","1","","5","1.38K","375.80K","2.73K","1.53","2.52","100","0.48","-0.02","25.96","1","46.41",""
"2024-03-18 14:44:49","13d ago","TQQQ","Puts","Mar 22","58","59.79","1.09","0.25","","15","10.53K","1.08M","3.87K","1.98","3.42","53.33","-0.34","-0.22","72.36","1","0",""
"2024-03-18 12:53:34","13d ago","AIG","Calls","Jun 21","77.5","75.89","3.15","0.89","","8","886.00","283.52K","6.12K","1.65","2.18","0","0.49","-0.02","22.98","1","33.33",""
"2024-03-15 10:34:27","16d ago","GE","Calls","Apr 19","180","168.88","2.1","0.42","","5","4.27K","845.24K","12.01K","11.84","7.04","40","0.27","-0.07","28.27","1","61.9",""
"2024-03-15 10:28:41","16d ago","MSTR","Puts","Mar 15","1500","1629.2","6.03","0.45","","5","568.00","597.51K","1.16K","124.14","8.28","40","-0.11","-6.5","268","1","0",""
"2024-03-15 10:18:28","16d ago","META","Puts","Mar 15","485","487.2","1.88","0.27","","7","1.65K","331.35K","5.29K","2.09","0.43","57.14","-0.38","-1.92","56.1","1","0",""
"2024-03-15 09:51:19","16d ago","JBL","Puts","Apr 19","125","129.16","3.03","0.71","","5","1.31K","420.22K","4.28K","3.81","3.05","80","-0.35","-0.07","33.52","1","-80.17",""
"2024-03-14 14:04:16","17d ago","FCX","Calls","May 17","45","43.19","2.04","0.47","","9","3.22K","659.09K","4.00K","1.83","4.24","66.67","0.45","-0.02","37.46","1","83.37",""
"2024-03-14 13:27:13","17d ago","X","Calls","Apr 19","40","38.78","1.57","0.45","","5","1.45K","272.04K","626.00","0.64","1.64","100","0.45","-0.03","42.58","1","5.4",""
"2024-03-14 11:31:56","17d ago","MMM","Puts","Mar 28","103","103.39","1.77","0.5","","5","3.04K","515.69K","2.04K","0.72","0.7","20","-0.45","-0.08","25.65","1","0",""
"2024-03-14 11:20:14","17d ago","JPM","Calls","Apr 19","190","189.16","4.47","0.64","","7","1.14K","514.80K","21.69K","0.84","0.44","0","0.49","-0.07","20.56","1","144.13",""
"2024-03-14 10:51:37","17d ago","XLF","Calls","Jan 2025","43","40.87","2","0.5","","5","774.00","154.49K","85.14K","2.14","5.25","0","0.48","0","15.81","1","32.33",""
"2024-03-14 10:32:25","17d ago","MRVL","Calls","Jun 21","72.5","66.68","4.85","0.46","","6","982.00","481.18K","4.29K","5.86","8.79","0","0.45","-0.03","49.11","1","30.93",""
"2024-03-14 10:11:36","17d ago","ARM","Calls","Mar 15","135","134.86","2.98","0.27","","6","1.06K","254.52K","6.83K","1.02","0.77","66.67","0.5","-1.65","96.83","1","0",""
"2024-03-13 14:43:31","18d ago","CLF","Calls","Apr 19","21","20.36","0.75","0.54","","7","3.09K","244.16K","6.24K","0.58","2.82","85.71","0.44","-0.01","37.5","1","160.4",""
"2024-03-13 12:34:13","18d ago","KRE","Calls","May 17","50","49.04","2.05","0.29","","6","2.40K","498.29K","2.67K","0.92","1.87","33.33","0.47","-0.02","29.59","1","14.39",""
"2024-03-13 11:11:03","18d ago","SOUN","Calls","Apr 19","8","7.64","1.23","0.6","","6","2.96K","362.38K","4.51K","0.4","5.24","83.33","0.55","-0.02","148.2","1","-79.59",""
"2024-03-13 10:35:35","18d ago","PDD","Calls","Apr 19","130","125.14","8.83","0.42","","5","499.00","439.20K","5.15K","4.97","3.98","20","0.48","-0.14","66.61","1","-91.73",""
"2024-03-13 10:00:26","18d ago","KRE","Puts","Jun 21","49","49.33","2.79","0.83","","5","725.00","203.88K","2.83K","0.3","0.61","80","-0.45","-0.02","30.4","1","-26.52",""
"2024-03-13 09:59:18","18d ago","C","Calls","Mar 28","58","57.89","1.16","0.67","","6","8.44K","915.15K","1.41K","0.21","0.37","50","0.52","-0.04","24.26","1","0",""
"2024-03-12 14:03:08","19d ago","ETSY","Puts","Apr 19","70","71.35","3.1","0.62","","5","855.00","263.53K","1.26K","1.48","2.12","60","-0.41","-0.05","43.55","1","1.61",""
"2024-03-12 13:08:45","19d ago","C","Calls","Mar 22","58","57.1","0.61","0.28","","8","9.16K","646.07K","9.28K","0.71","1.24","75","0.38","-0.05","24.92","1","0",""
"2024-03-12 13:07:15","19d ago","PLUG","Puts","Jun 21","3.5","3.51","0.8","0.71","","5","8.73K","698.08K","6.94K","0","0.14","60","-0.38","0","113.09","1","-12.58",""
"2024-03-12 10:47:32","19d ago","JD","Puts","Apr 26","27","27.38","1.79","0.3","","6","1.64K","298.30K","1.00","0.36","1.33","16.67","-0.49","-0.02","45.29","1","-23.46",""
"2024-03-12 10:25:07","19d ago","KRE","Calls","Jun 21","50","49.12","2.88","0.54","","7","1.62K","461.75K","10.56K","0.98","2","100","0.51","-0.01","30.4","1","5.72",""
"2024-03-12 10:15:12","19d ago","LLY","Calls","May 17","750","743.58","41.8","0.67","","10","786.00","3.29M","7.19K","6.86","0.92","0","0.53","-0.31","32.94","1","33.67",""
"2024-03-11 15:40:03","20d ago","GPS","Calls","Apr 19","24","21.83","0.5","0.3","","7","5.00K","239.22K","1.72K","2.3","10.61","85.71","0.29","-0.01","45.25","1","627.72",""
"2024-03-11 15:09:03","20d ago","FTNT","Puts","Sep 20","70","71.74","6.28","0.71","","5","764.00","512.82K","114.00","1.02","1.46","60","-0.38","-0.02","38.85","1","21.91",""
"2024-03-11 14:24:47","20d ago","IYR","Puts","Mar 15","89.5","90.32","0.56","0.57","","8","7.92K","458.69K","317.00","0.83","0.92","100","-0.36","-0.12","25.74","1","0",""
"2024-03-11 13:30:34","20d ago","SE","Calls","May 17","60","58.83","6.12","0.37","","7","2.75K","1.64M","1.40K","1.33","2.27","100","0.55","-0.05","63.04","1","-55.1",""
"2024-03-11 11:55:43","20d ago","PANW","Calls","Mar 15","290","286.54","3.6","0.26","","9","1.19K","373.12K","5.04K","4.95","1.74","22.22","0.41","-0.62","41.36","1","0",""
"2024-03-11 10:49:53","20d ago","CELH","Calls","Oct 18","85","84.39","16.12","0.36","","5","547.00","891.35K","125.00","0.32","0.38","40","0.61","-0.03","58.99","1","-9.61",""
"2024-03-11 10:21:08","20d ago","PYPL","Calls","Mar 15","60","59.83","0.98","0.42","","5","2.19K","236.35K","15.18K","0.09","0.14","60","0.49","-0.13","40.91","1","0",""
"2024-03-08 15:04:44","23d ago","AA","Calls","Jan 2025","30","29.81","6.22","0.38","","6","2.25K","1.39M","2.58K","0.25","0.83","83.33","0.63","-0.01","53.72","1","31.33",""
"2024-03-08 11:07:25","23d ago","XBI","Puts","Mar 15","99","100.43","1.21","0.5","","8","4.87K","582.04K","1.74K","1.4","1.41","0","-0.37","-0.13","33.31","1","0",""
"2024-03-08 10:20:02","23d ago","PLTR","Puts","Jun 21","26","26.97","2.96","0.29","","7","1.86K","543.10K","519.00","1.08","4.14","100","-0.38","-0.02","64.02","1","48.9",""
"2024-03-08 10:11:47","23d ago","GOOG","Calls","Apr 05","141","138.03","2.95","0.29","","6","2.46K","732.30K","6.54K","2.95","2.13","33.33","0.42","-0.07","26.28","1","286.44",""
"2024-03-08 09:51:56","23d ago","W","Calls","Mar 15","65","62.63","1.66","0.75","","6","1.24K","202.52K","3.08K","2.44","3.9","33.33","0.39","-0.18","75.93","1","0",""
"2024-03-08 09:39:11","23d ago","TWLO","Calls","May 17","62.5","62.46","5.47","1","","6","1.71K","939.67K","1.02K","0.1","0.16","0","0.56","-0.04","47.6","1","-28.77",""
"2024-03-07 15:24:33","24d ago","GOOGL","Calls","May 17","135","134.46","7.88","0.26","","64","11.53K","8.90M","9.77K","0.62","0.46","31.25","0.55","-0.05","31.41","1","-100",""
"2024-03-07 15:04:05","24d ago","NVEI","Calls","Oct 18","25","23.47","3.75","1","","5","439.00","170.16K","122.00","1.41","5.98","100","0.56","-0.01","58.33","1","118.67",""
"2024-03-07 14:10:29","24d ago","APO","Calls","Apr 19","115","110.89","2.68","0.67","","8","1.50K","382.50K","1.38K","4.38","3.96","87.5","0.39","-0.05","27.03","1","-38.32",""
"2024-03-07 13:34:35","24d ago","XLE","Calls","Jun 21","91","88.02","2.93","0.3","","7","1.83K","540.90K","1.60K","2.9","3.29","100","0.43","-0.02","20.78","1","101.37",""
"2024-03-07 13:05:28","24d ago","TFII","Puts","Apr 19","150","151.99","4.45","0.45","","10","1.31K","604.90K","4.00","2","1.33","0","-0.42","-0.07","27.81","1","-87.64",""
"2024-03-07 13:04:02","24d ago","XLE","Calls","Jun 21","93","88.05","2.24","0.29","","5","788.00","172.80K","1.93K","5.01","5.69","100","0.36","-0.02","20.68","1","92.39",""
"2024-03-07 11:42:54","24d ago","GOOG","Calls","May 17","140","135.21","5.62","0.27","","7","4.82K","2.67M","18.50K","5.19","3.85","28.57","0.46","-0.05","29.66","1","167.56",""
"2024-03-07 11:19:11","24d ago","TLT","Puts","Apr 19","94","95.69","0.98","0.26","","5","2.38K","227.69K","31.58K","1.83","1.94","100","-0.33","-0.02","13.77","1","-100",""
"2024-03-07 10:24:32","24d ago","RIVN","Puts","Apr 26","11","11.22","1.1","0.44","","7","3.66K","403.82K","0.00","0.27","2.41","100","-0.42","-0.01","72.92","1","-18.26",""
"2024-03-06 12:22:20","25d ago","HOOD","Calls","Jan 2025","20","16.57","2.98","0.34","","11","2.59K","768.76K","86.08K","3.49","21.16","81.82","0.53","-0.01","64.31","1","76.17",""
"2024-03-06 10:57:00","25d ago","INTC","Calls","Apr 19","47","44.58","1.45","0.38","","15","7.01K","984.13K","9.44K","2.51","5.64","80","0.39","-0.03","37.19","1","-61.03",""
"2024-03-06 10:05:04","25d ago","BILI","Calls","Jun 21","12","11.09","1.59","0.26","","5","1.78K","283.83K","3.85K","0.99","8.98","20","0.52","-0.01","80.06","1","-26.5",""
"2024-03-06 09:45:31","25d ago","CVNA","Calls","Mar 15","85","80.6","3.3","0.78","","7","755.00","249.84K","1.36K","4.67","5.82","42.86","0.41","-0.28","102.57","1","0",""
"2024-03-06 09:32:05","25d ago","IWM","Puts","Mar 15","200","205.58","1.01","0.5","","5","2.07K","211.14K","72.05K","5.66","2.83","20","-0.22","-0.13","24.3","1","0",""
"2024-03-05 15:33:54","26d ago","GPS","Calls","Apr 19","22","20","1.14","0.86","","6","2.81K","317.52K","118.00","2.02","10.08","83.33","0.4","-0.02","67.92","1","389.04",""
"2024-03-05 13:52:44","26d ago","UPS","Puts","Mar 28","150","151.01","3.2","0.71","","5","526.00","171.41K","215.00","1","0.67","0","-0.43","-0.09","26.28","1","0",""
"2024-03-05 12:32:28","26d ago","EBAY","Puts","Sep 20","50","50.1","3.65","0.56","","5","600.00","222.00K","17.00","0.09","0.19","60","-0.44","-0.01","27.86","1","-33.84",""
"2024-03-05 12:31:25","26d ago","SNAP","Calls","Mar 15","12","11.57","0.27","0.31","","5","6.89K","176.29K","28.96K","0.52","4.52","80","0.38","-0.02","56.83","1","0",""
"2024-03-05 12:28:00","26d ago","F","Calls","Mar 22","12.82","12.52","0.23","0.62","","5","11.20K","304.76K","3.27K","0.18","1.47","60","0.4","-0.01","31.21","1","0",""
"2024-03-05 12:14:23","26d ago","MU","Calls","May 17","97.5","94.24","6.2","0.27","","10","2.44K","1.56M","556.00","2.99","3.17","70","0.49","-0.05","43.04","1","246.37",""
"2024-03-05 11:57:55","26d ago","XLU","Calls","Jan 2025","65","62.97","3.33","0.5","","6","1.22K","414.46K","5.98K","2.01","3.2","100","0.49","-0.01","17.47","1","47.37",""
"2024-03-05 10:29:53","26d ago","JD","Calls","Jun 21","22.5","21.56","1.93","0.62","","5","2.80K","538.45K","10.00K","1.02","4.77","40","0.48","-0.01","54.12","1","164.25",""
"2024-03-05 09:46:47","26d ago","C","Calls","May 17","57.5","56.65","2.41","0.31","","5","3.45K","829.99K","10.38K","0.97","1.72","0","0.5","-0.02","26.52","1","167.63",""
"2024-03-05 09:38:23","26d ago","PLTR","Calls","May 17","25","24.23","2.57","0.36","","8","2.75K","725.79K","56.58K","0.72","2.96","37.5","0.53","-0.02","64.43","1","-38.83",""
"2024-03-04 12:01:41","27d ago","OKTA","Calls","Mar 15","110","108.18","2.62","0.56","","5","643.00","178.53K","5.37K","1.48","1.37","100","0.44","-0.15","44.36","1","0",""
"2024-03-04 11:58:35","27d ago","W","Calls","Apr 19","65","61.91","4.78","0.6","","6","800.00","360.45K","5.17K","3.63","5.92","83.33","0.48","-0.06","67.18","1","14.14",""
"2024-03-04 11:12:54","27d ago","ONON","Puts","Mar 15","33","34.56","1.38","0.56","","9","3.23K","471.63K","426.00","1.59","4.83","44.44","-0.35","-0.1","94.26","1","0",""
"2024-03-04 10:57:50","27d ago","DOCU","Calls","Apr 19","57.5","54.12","2.73","0.75","","6","1.03K","285.22K","1.45K","3.33","6.14","66.67","0.42","-0.04","52.16","1","20.88",""
"2024-03-04 10:34:32","27d ago","CRWD","Calls","Mar 15","315","314.8","22.3","0.35","","7","1.28K","2.67M","529.00","2.4","0.77","71.43","0.54","-1.01","100.78","1","0",""
"2024-03-04 10:26:01","27d ago","XHB","Calls","Mar 15","106","104.84","1.49","0.94","","16","3.24K","523.62K","188.00","0.76","0.72","100","0.43","-0.09","26.84","1","0",""
"2024-03-04 10:08:02","27d ago","GPS","Puts","Sep 20","19","19.3","2.8","1","","7","2.08K","604.58K","1.00","0.27","1.44","57.14","-0.4","-0.01","56.73","1","-76.43",""
"2024-03-04 09:40:17","27d ago","PFE","Calls","Mar 15","26","25.88","0.47","0.29","","7","6.18K","305.08K","9.35K","0.08","0.31","85.71","0.49","-0.02","28.41","1","0",""
"2024-03-04 09:30:24","27d ago","SPY","Puts","Mar 08","512","512.14","2.53","0.36","","5","669.00","168.86K","7.52K","0.18","0.04","60","-0.47","-0.36","12.68","1","0",""
"2024-03-01 13:27:30","1m ago","DIS","Calls","Mar 08","112","111.96","1.38","0.5","","5","4.42K","574.31K","1.58K","0.17","0.15","60","0.51","-0.1","21.85","1","0",""
"2024-03-01 11:13:30","1m ago","CLS","Calls","Apr 19","47.5","45.51","2.95","0.36","","5","726.00","221.78K","50.00","2.16","4.76","100","0.48","-0.04","57.52","1","-63.56",""
"2024-03-01 10:53:50","1m ago","ACN","Calls","Apr 19","390","380.51","9.25","0.71","","5","1.04K","964.18K","350.00","9.68","2.54","60","0.43","-0.13","22.66","1","-97.03",""
"2024-03-01 10:48:35","1m ago","HOOD","Calls","Jan 2026","20","16.44","4.88","0.44","","7","814.00","402.93K","19.66K","3.56","21.64","0","0.63","0","62.73","1","57.95",""
"2024-03-01 10:47:42","1m ago","JD","Calls","Mar 15","24","23.17","0.92","0.36","","5","5.00K","439.92K","26.27K","0.95","4.12","20","0.43","-0.04","68.81","1","0",""
"2024-03-01 10:25:09","1m ago","GLD","Calls","Apr 19","198","190.98","1.16","0.3","","13","6.50K","734.44K","687.00","7.2","3.77","92.31","0.25","-0.03","11.47","1","633.91",""
"2024-03-01 10:21:09","1m ago","GLD","Calls","Apr 19","195","190.73","1.77","0.33","","9","4.27K","754.91K","3.44K","4.3","2.25","88.89","0.36","-0.03","10.78","1","540.85",""
"2024-03-01 10:03:33","1m ago","CLS","Calls","Apr 19","45","44.46","3.2","1","","5","599.00","188.82K","122.00","0.74","1.68","100","0.54","-0.03","51.03","1","-35.94",""
"2024-03-01 09:35:40","1m ago","PLTR","Calls","Jan 2025","27","25.6","5.58","0.31","","9","971.00","540.52K","9.83K","1.45","5.68","100","0.61","-0.01","59.7","1","-30.94",""
"2024-03-01 09:32:42","1m ago","META","Calls","Mar 08","500","495.35","6.22","0.38","","8","1.93K","1.28M","3.99K","3.69","0.74","62.5","0.43","-0.57","29.37","1","0",""
"2024-02-29 13:20:12","1m ago","WDC","Calls","Apr 19","60","59.34","3.2","0.58","","7","2.01K","622.48K","5.27K","0.88","1.5","71.43","0.52","-0.03","38.05","1","169.53",""
"2024-02-29 12:20:18","1m ago","MU","Calls","Sep 20","100","89.56","7.08","0.26","","9","903.00","636.60K","4.08K","10.46","11.69","77.78","0.44","-0.02","37.75","1","251.94",""
"2024-02-29 11:44:59","1m ago","EL","Calls","Jun 21","155","148.76","10","0.71","","5","786.00","822.86K","306.00","5.57","3.73","20","0.49","-0.05","36.16","1","12",""
"2024-02-29 11:43:21","1m ago","ARKK","Puts","Apr 19","50","50.85","2.34","0.67","","10","5.17K","1.20M","11.61K","0.94","1.87","70","-0.41","-0.03","38.74","1","-34.83",""
"2024-02-29 10:18:20","1m ago","RACE","Calls","Apr 19","440","420.35","6.55","0.71","","5","1.51K","1.25M","1.52K","18.01","4.27","60","0.32","-0.12","21.22","1","15.27",""
"2024-02-29 10:02:46","1m ago","CART","Calls","Apr 19","33","32.39","2.7","0.71","","5","3.06K","769.77K","369.00","0.8","2.48","100","0.52","-0.03","61.67","1","68.52",""
"2024-02-29 09:55:18","1m ago","AMZN","Calls","Mar 08","175","174.93","2.65","0.27","","6","1.45K","359.87K","8.39K","0.52","0.3","50","0.52","-0.16","24.68","1","0",""
"2024-02-29 09:33:59","1m ago","GM","Calls","Apr 19","43","40.94","0.94","1","","6","7.24K","686.95K","1.63K","2.07","5.05","33.33","0.36","-0.01","27.08","1","181.91",""
"2024-02-29 09:30:09","1m ago","COIN","Calls","Mar 01","225","207.59","1.82","0.83","","5","2.18K","435.80K","1.16K","17.51","8.44","40","0.2","-1.9","151.78","1","0",""
"2024-02-28 14:46:20","1m ago","SOXL","Calls","Mar 08","41","39.72","1.57","0.33","","8","2.83K","438.00K","1.29K","1.32","3.33","12.5","0.44","-0.12","84.72","1","0",""
"2024-02-28 13:03:37","1m ago","STX","Calls","May 17","100","91.01","2.94","0.71","","5","1.00K","292.82K","21.00","8.99","9.88","100","0.33","-0.03","35.65","1","4.42",""
"2024-02-28 13:02:11","1m ago","XBI","Puts","Apr 05","98","101.26","2.39","0.31","","9","3.06K","709.08K","0.00","3.51","3.58","55.56","-0.34","-0.05","32.02","1","46.44",""
"2024-02-28 12:52:00","1m ago","COF","Puts","Sep 20","135","137.52","9.3","0.62","","5","544.00","516.18K","247.00","2.63","1.94","100","-0.4","-0.03","29.64","1","-38.71",""
"2024-02-28 12:51:43","1m ago","LCID","Puts","Aug 2026","3","3.33","1.74","0.75","","6","13.50K","2.46M","1.45K","0.33","10.83","83.33","-0.15","0","116.8","1","7.47",""
"2024-02-28 12:00:01","1m ago","RIVN","Calls","May 17","12.5","11.48","1.45","0.29","","7","7.73K","1.07M","33.38K","1.11","9.79","28.57","0.51","-0.01","84.45","1","-36.33",""
"2024-02-28 10:53:55","1m ago","TLT","Puts","Apr 19","93","93.11","1.84","0.67","","6","2.68K","497.09K","8.28K","0.08","0.08","100","-0.48","-0.02","13.94","1","-72.48",""
"2024-02-28 10:50:20","1m ago","BIDU","Puts","Apr 19","100","104.37","3.98","0.29","","9","1.46K","589.09K","1.29K","4.46","4.46","100","-0.34","-0.06","41.12","1","-66.54",""
"2024-02-28 10:06:56","1m ago","W","Calls","Apr 19","60","57.27","4.72","0.38","","5","1.72K","801.37K","1.84K","3","5.26","0","0.49","-0.05","66.67","1","89.42",""
"2024-02-28 10:02:48","1m ago","TQQQ","Calls","Mar 08","60","58.69","1.29","0.82","","32","33.09K","4.18M","2.52K","1.34","2.28","15.62","0.41","-0.1","49.1","1","0",""
"2024-02-28 09:31:09","1m ago","IWM","Puts","Mar 08","201","202.19","2.26","0.45","","5","3.40K","776.11K","2.35K","1.17","0.58","20","-0.41","-0.16","23.26","1","0",""
"2024-02-28 09:30:23","1m ago","SPY","Calls","Mar 08","507","505.6","3.48","0.83","","5","1.01K","350.13K","5.13K","1.44","0.29","60","0.48","-0.2","11.56","1","0",""
"2024-02-27 13:09:26","1m ago","NU","Calls","Jul 19","12","11.14","0.77","0.55","","6","2.40K","185.20K","9.76K","0.86","7.69","66.67","0.46","0","37.1","1","37.01",""
"2024-02-27 11:30:04","1m ago","VST","Calls","Apr 19","52.5","50.74","2.18","0.33","","5","1.56K","307.77K","0.00","1.91","3.78","60","0.45","-0.03","37.42","1","654.02",""
"2024-02-27 10:44:56","1m ago","AI","Calls","Mar 15","34","29.64","1.48","0.33","","6","2.00K","302.80K","84.00","4.3","14.48","0","0.34","-0.08","118.52","1","0",""
"2024-02-27 10:00:01","1m ago","TLT","Calls","Apr 19","95","93.28","1.28","0.93","","14","3.17K","418.07K","10.27K","1.7","1.82","71.43","0.39","-0.02","13.99","1","-26.56",""
"2024-02-26 12:10:11","1m ago","VRT","Calls","Jun 21","75","66.15","5.05","0.41","","7","717.00","353.24K","2.45K","9.3","14.17","57.14","0.42","-0.03","53.32","1","159.41",""
"2024-02-26 11:38:54","1m ago","WMT","Calls","Apr 19","61.67","59.54","0.59","0.29","","5","6.51K","322.04K","0.00","2.35","3.96","20","0.3","-0.01","14.33","1","-42.02",""
"2024-02-26 10:56:40","1m ago","GM","Calls","Apr 19","41","40.4","1.48","0.71","","5","2.43K","353.16K","5.33K","0.64","1.58","80","0.48","-0.01","27.2","1","202.36",""
"2024-02-26 10:29:42","1m ago","IREN","Calls","Mar 01","7","6.91","0.5","0.71","","5","4.50K","167.70K","863.00","0.33","5.1","40","0.52","-0.07","199.93","1","0",""
"2024-02-26 10:16:03","1m ago","MRK","Puts","Jan 2025","125","129.13","6.23","0.83","","5","835.00","532.58K","753.00","4.18","3.34","100","-0.37","-0.01","19.91","1","-16.87",""
"2024-02-26 10:03:30","1m ago","LI","Puts","May 17","40","40.01","4.35","0.41","","12","2.40K","1.04M","1.01K","0.06","0.15","75","-0.43","-0.03","61.56","1","133.91",""
"2024-02-23 15:56:45","1m ago","DWAC","Calls","Mar 01","50","49.47","3.27","0.42","","5","1.05K","299.08K","705.00","1.34","2.78","60","0.51","-0.26","131.19","1","0",""
"2024-02-23 15:41:03","1m ago","URBN","Calls","Jan 2025","47","44.76","6.35","1","","5","300.00","195.00K","18.00","2.21","4.94","100","0.58","-0.01","38.3","1","-20.47",""
"2024-02-23 15:12:35","1m ago","BBY","Calls","Jan 2025","82.5","76.39","6.35","0.78","","7","597.00","397.00K","189.00","6.08","7.96","85.71","0.47","-0.01","32.37","1","44.09",""
"2024-02-23 14:55:24","1m ago","UAL","Calls","Mar 15","45.5","45.19","1.47","0.45","","5","2.66K","394.27K","483.00","0.3","0.67","20","0.5","-0.04","35.88","1","0",""
"2024-02-23 13:03:48","1m ago","DIS","Calls","Apr 19","110","107.14","2.89","0.38","","9","1.83K","528.88K","11.79K","2.88","2.69","88.89","0.44","-0.03","22.39","1","-100",""
"2024-02-23 12:18:27","1m ago","MS","Calls","Jul 19","87.5","87.21","5.58","0.31","","5","441.00","246.96K","1.10K","0.29","0.33","0","0.56","-0.02","23.77","1","33.63",""
"2024-02-23 11:08:20","1m ago","EWZ","Puts","Mar 01","32.5","33.12","0.2","0.42","","5","25.05K","470.99K","7.28K","0.62","1.9","100","-0.28","-0.03","24.47","1","0",""
"2024-02-23 10:42:47","1m ago","TGT","Calls","Mar 08","160","152.12","3.03","0.83","","5","941.00","281.24K","429.00","7.98","5.25","40","0.33","-0.19","50.12","1","0",""
"2024-02-23 09:36:39","1m ago","IWM","Calls","Mar 15","207","199.4","1.71","0.32","","13","4.52K","793.81K","31.22K","7.52","3.77","38.46","0.27","-0.08","22.1","1","0",""
